How many players at the table?
GAME #4823 : Winner - [2]
GAME #4824 : Winner - [0]
GAME #4825 : Winner - [1]
GAME #4826 : Winner - [0]
GAME #4827 : Winner - [2]
GAME #4828 : Winner - [0]
GAME #4829 : Winner - [0]
GAME #4830 : Winner - [1]
GAME #4831 : Winner - [0]
GAME #4832 : Winner - [0]
GAME #4833 : Winner - [1]
GAME #4834 : Winner - [0]
GAME #4835 : Winner - [0]
GAME #4836 : Winner - [1]
GAME #4837 : Winner - [0]
GAME #4838 : Winner - [2]
GAME #4839 : Winner - [2]
GAME #4840 : Winner - [0]
GAME #4841 : Winner - [0]
GAME #4842 : Winner - [1]
GAME #4843 : Winner - [0]
GAME #4844 : Winner - [0]
GAME #4845 : Winner - [2]
GAME #4846 : Winner - [2]
GAME #4847 : Winner - [0]
GAME #4848 : Winner - [0]
GAME #4849 : Winner - [2]
GAME #4850 : Winner - [0, 1, 2]
GAME #4851 : Winner - [0]
GAME #4852 : Winner - [2]
GAME #4853 : Winner - [1]
GAME #4854 : Winner - [0]
GAME #4855 : Winner - [1]
GAME #4856 : Winner - [1]
GAME #4857 : Winner - [0]
GAME #4858 : Winner - [0]
GAME #4859 : Winner - [1]
GAME #4860 : Winner - [2]
GAME #4861 : Winner - [0]
GAME #4862 : Winner - [0, 1, 2]
GAME #4863 : Winner - [0]
GAME #4864 : Winner - [2]
GAME #4865 : Winner - [0]
GAME #4866 : Winner - [0]
GAME #4867 : Winner - [1]
GAME #4868 : Winner - [1]
GAME #4869 : Winner - [0]
GAME #4870 : Winner - [1]
GAME #4871 : Winner - [1]
GAME #4872 : Winner - [1]
GAME #4873 : Winner - [2]
GAME #4874 : Winner - [1]
GAME #4875 : Winner - [0]
GAME #4876 : Winner - [0]
GAME #4877 : Winner - [2]
GAME #4878 : Winner - [0]
GAME #4879 : Winner - [2]
GAME #4880 : Winner - [0, 1, 2]
GAME #4881 : Winner - [0]
GAME #4882 : Winner - [0]
GAME #4883 : Winner - [0]
GAME #4884 : Winner - [0]
GAME #4885 : Winner - [1]
GAME #4886 : Winner - [0]
GAME #4887 : Winner - [0]
GAME #4888 : Winner - [2]
GAME #4889 : Winner - [0]
GAME #4890 : Winner - [0]
GAME #4891 : Winner - [0]
GAME #4892 : Winner - [2]
GAME #4893 : Winner - [0]
GAME #4894 : Winner - [0]
GAME #4895 : Winner - [0, 1, 2]
GAME #4896 : Winner - [0]
GAME #4897 : Winner - [0]
GAME #4898 : Winner - [2]
GAME #4899 : Winner - [2]
GAME #4900 : Winner - [1]
GAME #4901 : Winner - [0]
GAME #4902 : Winner - [0]
GAME #4903 : Winner - [2]
GAME #4904 : Winner - [0]
GAME #4905 : Winner - [0]
GAME #4906 : Winner - [2]
GAME #4907 : Winner - [0]
GAME #4908 : Winner - [2]
GAME #4909 : Winner - [2]
GAME #4910 : Winner - [0]
GAME #4911 : Winner - [0]
GAME #4912 : Winner - [0]
GAME #4913 : Winner - [0]
GAME #4914 : Winner - [0]
GAME #4915 : Winner - [0]
GAME #4916 : Winner - [2]
GAME #4917 : Winner - [1]
GAME #4918 : Winner - [2]
GAME #4919 : Winner - [0]
GAME #4920 : Winner - [2]
GAME #4921 : Winner - [2]
GAME #4922 : Winner - [0]
GAME #4923 : Winner - [0]
GAME #4924 : Winner - [0]
GAME #4925 : Winner - [0]
GAME #4926 : Winner - [0]
GAME #4927 : Winner - [1]
GAME #4928 : Winner - [1]
GAME #4929 : Winner - [0]
GAME #4930 : Winner - [0]
GAME #4931 : Winner - [2]
GAME #4932 : Winner - [2]
GAME #4933 : Winner - [2]
GAME #4934 : Winner - [0]
GAME #4935 : Winner - [0]
GAME #4936 : Winner - [0]
GAME #4937 : Winner - [1]
GAME #4938 : Winner - [0]
GAME #4939 : Winner - [2]
GAME #4940 : Winner - [0]
GAME #4941 : Winner - [1]
GAME #4942 : Winner - [0]
GAME #4943 : Winner - [0]
GAME #4944 : Winner - [0]
GAME #4945 : Winner - [0]
GAME #4946 : Winner - [1]
GAME #4947 : Winner - [0]
GAME #4948 : Winner - [0]
GAME #4949 : Winner - [2]
GAME #4950 : Winner - [2]
GAME #4951 : Winner - [1]
GAME #4952 : Winner - [2]
GAME #4953 : Winner - [2]
GAME #4954 : Winner - [0]
GAME #4955 : Winner - [1]
GAME #4956 : Winner - [2]
GAME #4957 : Winner - [1]
GAME #4958 : Winner - [0]
GAME #4959 : Winner - [1]
GAME #4960 : Winner - [0]
GAME #4961 : Winner - [0]
GAME #4962 : Winner - [2]
GAME #4963 : Winner - [2]
GAME #4964 : Winner - [0]
GAME #4965 : Winner - [2]
GAME #4966 : Winner - [2]
GAME #4967 : Winner - [0]
GAME #4968 : Winner - [0]
GAME #4969 : Winner - [0]
GAME #4970 : Winner - [2]
GAME #4971 : Winner - [0]
GAME #4972 : Winner - [2]
GAME #4973 : Winner - [0]
GAME #4974 : Winner - [0]
GAME #4975 : Winner - [2]
GAME #4976 : Winner - [0]
GAME #4977 : Winner - [1]
GAME #4978 : Winner - [0]
GAME #4979 : Winner - [2]
GAME #4980 : Winner - [0]
GAME #4981 : Winner - [1]
GAME #4982 : Winner - [1]
GAME #4983 : Winner - [0]
GAME #4984 : Winner - [1]
GAME #4985 : Winner - [0]
GAME #4986 : Winner - [0]
GAME #4987 : Winner - [2]
GAME #4988 : Winner - [1]
GAME #4989 : Winner - [1]
GAME #4990 : Winner - [0]
GAME #4991 : Winner - [0]
GAME #4992 : Winner - [0]
GAME #4993 : Winner - [0]
GAME #4994 : Winner - [0]
GAME #4995 : Winner - [1]
GAME #4996 : Winner - [1]
GAME #4997 : Winner - [0]
GAME #4998 : Winner - [0]
GAME #4999 : Winner - [0]
GAME #5000 : Winner - [1]
GAME #5001 : Winner - [0]
GAME #5002 : Winner - [0]
GAME #5003 : Winner - [2]
GAME #5004 : Winner - [2]
GAME #5005 : Winner - [0]
GAME #5006 : Winner - [2]
GAME #5007 : Winner - [1]
GAME #5008 : Winner - [2]
GAME #5009 : Winner - [2]
GAME #5010 : Winner - [0]
GAME #5011 : Winner - [1]
GAME #5012 : Winner - [0]
GAME #5013 : Winner - [2]
GAME #5014 : Winner - [0]
GAME #5015 : Winner - [2]
GAME #5016 : Winner - [0]
GAME #5017 : Winner - [0]
GAME #5018 : Winner - [0]
GAME #5019 : Winner - [0]
GAME #5020 : Winner - [1]
GAME #5021 : Winner - [0]
GAME #5022 : Winner - [2]
GAME #5023 : Winner - [0]
GAME #5024 : Winner - [1]
GAME #5025 : Winner - [2]
GAME #5026 : Winner - [1]
GAME #5027 : Winner - [0]
GAME #5028 : Winner - [2]
GAME #5029 : Winner - [0]
GAME #5030 : Winner - [0]
GAME #5031 : Winner - [0]
GAME #5032 : Winner - [1]
GAME #5033 : Winner - [2]
GAME #5034 : Winner - [2]
GAME #5035 : Winner - [0]
GAME #5036 : Winner - [0]
GAME #5037 : Winner - [0]
GAME #5038 : Winner - [0]
GAME #5039 : Winner - [2]
GAME #5040 : Winner - [0]
GAME #5041 : Winner - [2]
GAME #5042 : Winner - [1]
GAME #5043 : Winner - [1]
GAME #5044 : Winner - [0]
GAME #5045 : Winner - [0]
GAME #5046 : Winner - [2]
GAME #5047 : Winner - [1]
GAME #5048 : Winner - [1]
GAME #5049 : Winner - [1]
GAME #5050 : Winner - [0]
GAME #5051 : Winner - [0]
GAME #5052 : Winner - [0]
GAME #5053 : Winner - [0]
GAME #5054 : Winner - [2]
GAME #5055 : Winner - [0]
GAME #5056 : Winner - [0]
GAME #5057 : Winner - [2]
GAME #5058 : Winner - [0]
GAME #5059 : Winner - [1]
GAME #5060 : Winner - [0]
GAME #5061 : Winner - [2]
GAME #5062 : Winner - [0]
GAME #5063 : Winner - [2]
GAME #5064 : Winner - [0]
GAME #5065 : Winner - [2]
GAME #5066 : Winner - [1]
GAME #5067 : Winner - [0]
GAME #5068 : Winner - [1]
GAME #5069 : Winner - [1]
GAME #5070 : Winner - [0]
GAME #5071 : Winner - [0]
GAME #5072 : Winner - [2]
GAME #5073 : Winner - [0]
GAME #5074 : Winner - [0]
GAME #5075 : Winner - [0]
GAME #5076 : Winner - [1]
GAME #5077 : Winner - [1]
GAME #5078 : Winner - [0]
GAME #5079 : Winner - [2]
GAME #5080 : Winner - [2]
GAME #5081 : Winner - [1]
GAME #5082 : Winner - [0]
GAME #5083 : Winner - [1]
GAME #5084 : Winner - [1]
GAME #5085 : Winner - [0]
GAME #5086 : Winner - [0]
GAME #5087 : Winner - [0]
GAME #5088 : Winner - [0]
GAME #5089 : Winner - [0]
GAME #5090 : Winner - [0]
GAME #5091 : Winner - [0]
GAME #5092 : Winner - [0]
GAME #5093 : Winner - [0]
GAME #5094 : Winner - [2]
GAME #5095 : Winner - [2]
GAME #5096 : Winner - [0]
GAME #5097 : Winner - [2]
GAME #5098 : Winner - [0]
GAME #5099 : Winner - [0]
GAME #5100 : Winner - [1]
GAME #5101 : Winner - [2]
GAME #5102 : Winner - [0]
GAME #5103 : Winner - [2]
GAME #5104 : Winner - [0]
GAME #5105 : Winner - [0]
GAME #5106 : Winner - [0]
GAME #5107 : Winner - [1]
GAME #5108 : Winner - [1]
GAME #5109 : Winner - [1]
GAME #5110 : Winner - [0]
GAME #5111 : Winner - [1]
GAME #5112 : Winner - [1]
GAME #5113 : Winner - [1]
GAME #5114 : Winner - [0]
GAME #5115 : Winner - [1]
GAME #5116 : Winner - [0]
GAME #5117 : Winner - [1]
GAME #5118 : Winner - [2]
GAME #5119 : Winner - [0]
GAME #5120 : Winner - [0]
GAME #5121 : Winner - [2]
GAME #5122 : Winner - [0]
GAME #5123 : Winner - [0]
GAME #5124 : Winner - [1]
GAME #5125 : Winner - [0]
GAME #5126 : Winner - [0]
GAME #5127 : Winner - [2]
GAME #5128 : Winner - [2]
GAME #5129 : Winner - [0]
GAME #5130 : Winner - [2]
GAME #5131 : Winner - [2]
GAME #5132 : Winner - [0]
GAME #5133 : Winner - [1]
GAME #5134 : Winner - [1]
GAME #5135 : Winner - [2]
GAME #5136 : Winner - [0]
GAME #5137 : Winner - [2]
GAME #5138 : Winner - [0]
GAME #5139 : Winner - [0]
GAME #5140 : Winner - [1]
GAME #5141 : Winner - [0]
GAME #5142 : Winner - [0]
GAME #5143 : Winner - [0]
GAME #5144 : Winner - [1]
GAME #5145 : Winner - [0]
GAME #5146 : Winner - [1]
GAME #5147 : Winner - [1]
GAME #5148 : Winner - [0]
GAME #5149 : Winner - [2]
GAME #5150 : Winner - [2]
GAME #5151 : Winner - [0]
GAME #5152 : Winner - [2]
GAME #5153 : Winner - [1]
GAME #5154 : Winner - [1]
GAME #5155 : Winner - [0]
GAME #5156 : Winner - [0]
GAME #5157 : Winner - [1]
GAME #5158 : Winner - [0]
GAME #5159 : Winner - [0]
GAME #5160 : Winner - [0]
GAME #5161 : Winner - [0]
GAME #5162 : Winner - [2]
GAME #5163 : Winner - [0]
GAME #5164 : Winner - [2]
GAME #5165 : Winner - [0]
GAME #5166 : Winner - [2]
GAME #5167 : Winner - [2]
GAME #5168 : Winner - [2]
GAME #5169 : Winner - [0]
GAME #5170 : Winner - [0]
GAME #5171 : Winner - [1]
GAME #5172 : Winner - [0]
GAME #5173 : Winner - [1]
GAME #5174 : Winner - [0]
GAME #5175 : Winner - [0]
GAME #5176 : Winner - [1]
GAME #5177 : Winner - [2]
GAME #5178 : Winner - [0]
GAME #5179 : Winner - [0, 1, 2]
GAME #5180 : Winner - [2]
GAME #5181 : Winner - [0]
GAME #5182 : Winner - [0]
GAME #5183 : Winner - [1]
GAME #5184 : Winner - [2]
GAME #5185 : Winner - [0]
GAME #5186 : Winner - [1]
GAME #5187 : Winner - [1]
GAME #5188 : Winner - [1]
GAME #5189 : Winner - [1]
GAME #5190 : Winner - [0, 1, 2]
GAME #5191 : Winner - [1]
GAME #5192 : Winner - [2]
GAME #5193 : Winner - [0]
GAME #5194 : Winner - [0]
GAME #5195 : Winner - [0]
GAME #5196 : Winner - [1]
GAME #5197 : Winner - [2]
GAME #5198 : Winner - [2]
GAME #5199 : Winner - [0]
GAME #5200 : Winner - [1]
GAME #5201 : Winner - [0]
GAME #5202 : Winner - [0]
GAME #5203 : Winner - [0]
GAME #5204 : Winner - [1]
GAME #5205 : Winner - [1]
GAME #5206 : Winner - [1]
GAME #5207 : Winner - [0]
GAME #5208 : Winner - [0]
GAME #5209 : Winner - [2]
GAME #5210 : Winner - [0]
GAME #5211 : Winner - [0]
GAME #5212 : Winner - [0]
GAME #5213 : Winner - [1]
GAME #5214 : Winner - [2]
GAME #5215 : Winner - [1]
GAME #5216 : Winner - [0]
GAME #5217 : Winner - [2]
GAME #5218 : Winner - [2]
GAME #5219 : Winner - [0]
GAME #5220 : Winner - [1]
GAME #5221 : Winner - [0]
GAME #5222 : Winner - [1]
GAME #5223 : Winner - [0]
GAME #5224 : Winner - [2]
GAME #5225 : Winner - [1]
GAME #5226 : Winner - [2]
GAME #5227 : Winner - [0]
GAME #5228 : Winner - [0]
GAME #5229 : Winner - [1]
GAME #5230 : Winner - [1]
GAME #5231 : Winner - [1]
GAME #5232 : Winner - [0]
GAME #5233 : Winner - [0]
GAME #5234 : Winner - [2]
GAME #5235 : Winner - [0]
GAME #5236 : Winner - [0]
GAME #5237 : Winner - [1]
GAME #5238 : Winner - [1]
GAME #5239 : Winner - [2]
GAME #5240 : Winner - [1]
GAME #5241 : Winner - [1]
GAME #5242 : Winner - [1]
GAME #5243 : Winner - [0]
GAME #5244 : Winner - [2]
GAME #5245 : Winner - [0]
GAME #5246 : Winner - [1]
GAME #5247 : Winner - [1]
GAME #5248 : Winner - [0]
GAME #5249 : Winner - [1]
GAME #5250 : Winner - [1]
GAME #5251 : Winner - [2]
GAME #5252 : Winner - [1]
GAME #5253 : Winner - [0]
GAME #5254 : Winner - [0]
GAME #5255 : Winner - [0]
GAME #5256 : Winner - [1]
GAME #5257 : Winner - [0]
GAME #5258 : Winner - [0]
GAME #5259 : Winner - [2]
GAME #5260 : Winner - [0]
GAME #5261 : Winner - [0]
GAME #5262 : Winner - [1]
GAME #5263 : Winner - [1]
GAME #5264 : Winner - [1]
GAME #5265 : Winner - [0]
GAME #5266 : Winner - [1]
GAME #5267 : Winner - [2]
GAME #5268 : Winner - [0]
GAME #5269 : Winner - [0]
GAME #5270 : Winner - [2]
GAME #5271 : Winner - [0]
GAME #5272 : Winner - [1]
GAME #5273 : Winner - [0]
GAME #5274 : Winner - [2]
GAME #5275 : Winner - [2]
GAME #5276 : Winner - [2]
GAME #5277 : Winner - [2]
GAME #5278 : Winner - [0]
GAME #5279 : Winner - [0]
GAME #5280 : Winner - [2]
GAME #5281 : Winner - [0]
GAME #5282 : Winner - [0]
GAME #5283 : Winner - [0]
GAME #5284 : Winner - [1]
GAME #5285 : Winner - [0]
GAME #5286 : Winner - [1]
GAME #5287 : Winner - [1]
GAME #5288 : Winner - [1]
GAME #5289 : Winner - [0]
GAME #5290 : Winner - [1]
GAME #5291 : Winner - [0]
GAME #5292 : Winner - [2]
GAME #5293 : Winner - [0]
GAME #5294 : Winner - [1]
GAME #5295 : Winner - [1]
GAME #5296 : Winner - [0]
GAME #5297 : Winner - [0]
GAME #5298 : Winner - [2]
GAME #5299 : Winner - [2]
GAME #5300 : Winner - [0]
GAME #5301 : Winner - [1]
GAME #5302 : Winner - [0]
GAME #5303 : Winner - [0]
GAME #5304 : Winner - [1]
GAME #5305 : Winner - [1]
GAME #5306 : Winner - [1]
GAME #5307 : Winner - [0]
GAME #5308 : Winner - [0]
GAME #5309 : Winner - [0]
GAME #5310 : Winner - [2]
GAME #5311 : Winner - [1]
GAME #5312 : Winner - [0]
GAME #5313 : Winner - [1]
GAME #5314 : Winner - [0]
GAME #5315 : Winner - [1]
GAME #5316 : Winner - [1]
GAME #5317 : Winner - [0]
GAME #5318 : Winner - [1]
GAME #5319 : Winner - [1]
GAME #5320 : Winner - [2]
GAME #5321 : Winner - [0]
GAME #5322 : Winner - [1]
GAME #5323 : Winner - [0]
GAME #5324 : Winner - [2]
GAME #5325 : Winner - [1]
GAME #5326 : Winner - [0]
GAME #5327 : Winner - [0]
GAME #5328 : Winner - [0]
GAME #5329 : Winner - [0]
GAME #5330 : Winner - [0, 1, 2]
GAME #5331 : Winner - [2]
GAME #5332 : Winner - [0]
GAME #5333 : Winner - [2]
GAME #5334 : Winner - [2]
GAME #5335 : Winner - [1]
GAME #5336 : Winner - [1]
GAME #5337 : Winner - [0]
GAME #5338 : Winner - [0]
GAME #5339 : Winner - [0]
GAME #5340 : Winner - [0]
GAME #5341 : Winner - [1]
GAME #5342 : Winner - [2]
GAME #5343 : Winner - [1]
GAME #5344 : Winner - [1]
GAME #5345 : Winner - [1]
GAME #5346 : Winner - [2]
GAME #5347 : Winner - [0]
GAME #5348 : Winner - [0]
GAME #5349 : Winner - [2]
GAME #5350 : Winner - [0]
GAME #5351 : Winner - [2]
GAME #5352 : Winner - [0]
GAME #5353 : Winner - [0]
GAME #5354 : Winner - [0]
GAME #5355 : Winner - [0]
GAME #5356 : Winner - [0]
GAME #5357 : Winner - [0]
GAME #5358 : Winner - [0]
GAME #5359 : Winner - [0]
GAME #5360 : Winner - [1]
GAME #5361 : Winner - [0]
GAME #5362 : Winner - [2]
GAME #5363 : Winner - [0]
GAME #5364 : Winner - [0]
GAME #5365 : Winner - [1]
GAME #5366 : Winner - [1]
GAME #5367 : Winner - [2]
GAME #5368 : Winner - [0]
GAME #5369 : Winner - [0]
GAME #5370 : Winner - [2]
GAME #5371 : Winner - [0]
GAME #5372 : Winner - [1]
GAME #5373 : Winner - [0]
GAME #5374 : Winner - [1]
GAME #5375 : Winner - [2]
GAME #5376 : Winner - [0]
GAME #5377 : Winner - [0]
GAME #5378 : Winner - [2]
GAME #5379 : Winner - [0]
GAME #5380 : Winner - [0]
GAME #5381 : Winner - [0]
GAME #5382 : Winner - [0]
GAME #5383 : Winner - [0]
GAME #5384 : Winner - [1]
GAME #5385 : Winner - [0]
GAME #5386 : Winner - [0]
GAME #5387 : Winner - [1]
GAME #5388 : Winner - [1]
GAME #5389 : Winner - [0]
GAME #5390 : Winner - [0]
GAME #5391 : Winner - [0]
GAME #5392 : Winner - [2]
GAME #5393 : Winner - [0]
GAME #5394 : Winner - [0]
GAME #5395 : Winner - [2]
GAME #5396 : Winner - [0]
GAME #5397 : Winner - [1]
GAME #5398 : Winner - [2]
GAME #5399 : Winner - [0]
GAME #5400 : Winner - [0]
GAME #5401 : Winner - [0]
GAME #5402 : Winner - [1]
GAME #5403 : Winner - [2]
GAME #5404 : Winner - [1]
GAME #5405 : Winner - [0]
GAME #5406 : Winner - [1]
GAME #5407 : Winner - [0]
GAME #5408 : Winner - [1]
GAME #5409 : Winner - [1]
GAME #5410 : Winner - [0]
GAME #5411 : Winner - [0]
GAME #5412 : Winner - [2]
GAME #5413 : Winner - [0]
GAME #5414 : Winner - [0]
GAME #5415 : Winner - [0]
GAME #5416 : Winner - [1]
GAME #5417 : Winner - [0]
GAME #5418 : Winner - [1]
GAME #5419 : Winner - [1]
GAME #5420 : Winner - [0]
GAME #5421 : Winner - [0]
GAME #5422 : Winner - [0]
GAME #5423 : Winner - [0]
GAME #5424 : Winner - [1]
GAME #5425 : Winner - [2]
GAME #5426 : Winner - [0]
GAME #5427 : Winner - [0]
GAME #5428 : Winner - [1]
GAME #5429 : Winner - [2]
GAME #5430 : Winner - [0]
GAME #5431 : Winner - [0]
GAME #5432 : Winner - [0]
GAME #5433 : Winner - [1]
GAME #5434 : Winner - [2]
GAME #5435 : Winner - [0]
GAME #5436 : Winner - [0]
GAME #5437 : Winner - [0]
GAME #5438 : Winner - [0]
GAME #5439 : Winner - [2]
GAME #5440 : Winner - [0]
GAME #5441 : Winner - [0]
GAME #5442 : Winner - [2]
GAME #5443 : Winner - [0]
GAME #5444 : Winner - [2]
GAME #5445 : Winner - [1]
GAME #5446 : Winner - [2]
GAME #5447 : Winner - [0]
GAME #5448 : Winner - [1]
GAME #5449 : Winner - [1]
GAME #5450 : Winner - [1]
GAME #5451 : Winner - [0]
GAME #5452 : Winner - [1]
GAME #5453 : Winner - [1]
GAME #5454 : Winner - [0]
GAME #5455 : Winner - [0]
GAME #5456 : Winner - [1]
GAME #5457 : Winner - [0]
GAME #5458 : Winner - [0]
GAME #5459 : Winner - [0]
GAME #5460 : Winner - [0]
GAME #5461 : Winner - [0]
GAME #5462 : Winner - [1]
GAME #5463 : Winner - [1]
GAME #5464 : Winner - [2]
GAME #5465 : Winner - [2]
GAME #5466 : Winner - [0]
GAME #5467 : Winner - [0]
GAME #5468 : Winner - [1]
GAME #5469 : Winner - [2]
GAME #5470 : Winner - [2]
GAME #5471 : Winner - [1]
GAME #5472 : Winner - [1]
GAME #5473 : Winner - [0]
GAME #5474 : Winner - [0]
GAME #5475 : Winner - [0]
GAME #5476 : Winner - [2]
GAME #5477 : Winner - [1]
GAME #5478 : Winner - [1]
GAME #5479 : Winner - [1]
GAME #5480 : Winner - [2]
GAME #5481 : Winner - [2]
GAME #5482 : Winner - [2]
GAME #5483 : Winner - [2]
GAME #5484 : Winner - [0, 1, 2]
GAME #5485 : Winner - [0]
GAME #5486 : Winner - [0]
GAME #5487 : Winner - [1]
GAME #5488 : Winner - [0]
GAME #5489 : Winner - [0]
GAME #5490 : Winner - [0]
GAME #5491 : Winner - [1]
GAME #5492 : Winner - [2]
GAME #5493 : Winner - [1]
GAME #5494 : Winner - [2]
GAME #5495 : Winner - [0]
GAME #5496 : Winner - [0]
GAME #5497 : Winner - [0]
GAME #5498 : Winner - [0]
GAME #5499 : Winner - [2]
GAME #5500 : Winner - [0]
GAME #5501 : Winner - [0]
GAME #5502 : Winner - [1]
GAME #5503 : Winner - [1]
GAME #5504 : Winner - [0]
GAME #5505 : Winner - [0]
GAME #5506 : Winner - [0]
GAME #5507 : Winner - [0]
GAME #5508 : Winner - [2]
GAME #5509 : Winner - [2]
GAME #5510 : Winner - [0]
GAME #5511 : Winner - [1]
GAME #5512 : Winner - [1]
GAME #5513 : Winner - [0]
GAME #5514 : Winner - [0]
GAME #5515 : Winner - [0]
GAME #5516 : Winner - [1]
GAME #5517 : Winner - [2]
GAME #5518 : Winner - [2]
GAME #5519 : Winner - [1]
GAME #5520 : Winner - [2]
GAME #5521 : Winner - [0]
GAME #5522 : Winner - [0]
GAME #5523 : Winner - [0]
GAME #5524 : Winner - [2]
GAME #5525 : Winner - [0]
GAME #5526 : Winner - [0]
GAME #5527 : Winner - [0]
GAME #5528 : Winner - [2]
GAME #5529 : Winner - [1]
GAME #5530 : Winner - [0]
GAME #5531 : Winner - [0]
GAME #5532 : Winner - [2]
GAME #5533 : Winner - [0]
GAME #5534 : Winner - [0]
GAME #5535 : Winner - [1]
GAME #5536 : Winner - [0]
GAME #5537 : Winner - [0]
GAME #5538 : Winner - [0]
GAME #5539 : Winner - [2]
GAME #5540 : Winner - [0]
GAME #5541 : Winner - [2]
GAME #5542 : Winner - [2]
GAME #5543 : Winner - [0]
GAME #5544 : Winner - [2]
GAME #5545 : Winner - [1]
GAME #5546 : Winner - [0]
GAME #5547 : Winner - [2]
GAME #5548 : Winner - [1]
GAME #5549 : Winner - [1]
GAME #5550 : Winner - [0]
GAME #5551 : Winner - [1]
GAME #5552 : Winner - [2]
GAME #5553 : Winner - [0]
GAME #5554 : Winner - [2]
GAME #5555 : Winner - [1]
GAME #5556 : Winner - [0]
GAME #5557 : Winner - [0]
GAME #5558 : Winner - [2]
GAME #5559 : Winner - [0]
GAME #5560 : Winner - [0]
GAME #5561 : Winner - [1]
GAME #5562 : Winner - [0]
GAME #5563 : Winner - [2]
GAME #5564 : Winner - [0]
GAME #5565 : Winner - [1]
GAME #5566 : Winner - [1]
GAME #5567 : Winner - [2]
GAME #5568 : Winner - [1]
GAME #5569 : Winner - [2]
GAME #5570 : Winner - [0]
GAME #5571 : Winner - [0]
GAME #5572 : Winner - [0]
GAME #5573 : Winner - [1]
GAME #5574 : Winner - [1]
GAME #5575 : Winner - [0]
GAME #5576 : Winner - [1]
GAME #5577 : Winner - [0]
GAME #5578 : Winner - [0]
GAME #5579 : Winner - [1]
GAME #5580 : Winner - [0]
GAME #5581 : Winner - [0]
GAME #5582 : Winner - [0]
GAME #5583 : Winner - [0]
GAME #5584 : Winner - [2]
GAME #5585 : Winner - [2]
GAME #5586 : Winner - [1]
GAME #5587 : Winner - [0]
GAME #5588 : Winner - [0]
GAME #5589 : Winner - [1]
GAME #5590 : Winner - [1]
GAME #5591 : Winner - [0]
GAME #5592 : Winner - [0]
GAME #5593 : Winner - [0]
GAME #5594 : Winner - [0]
GAME #5595 : Winner - [1]
GAME #5596 : Winner - [2]
GAME #5597 : Winner - [0]
GAME #5598 : Winner - [0]
GAME #5599 : Winner - [2]
GAME #5600 : Winner - [1]
GAME #5601 : Winner - [2]
GAME #5602 : Winner - [1]
GAME #5603 : Winner - [0]
GAME #5604 : Winner - [0]
GAME #5605 : Winner - [0]
GAME #5606 : Winner - [1]
GAME #5607 : Winner - [0]
GAME #5608 : Winner - [0]
GAME #5609 : Winner - [1]
GAME #5610 : Winner - [2]
GAME #5611 : Winner - [2]
GAME #5612 : Winner - [0]
GAME #5613 : Winner - [1]
GAME #5614 : Winner - [0]
GAME #5615 : Winner - [2]
GAME #5616 : Winner - [0]
GAME #5617 : Winner - [0]
GAME #5618 : Winner - [0]
GAME #5619 : Winner - [0]
GAME #5620 : Winner - [1]
GAME #5621 : Winner - [0]
GAME #5622 : Winner - [2]
GAME #5623 : Winner - [1]
GAME #5624 : Winner - [1]
GAME #5625 : Winner - [2]
GAME #5626 : Winner - [0]
GAME #5627 : Winner - [0]
GAME #5628 : Winner - [0]
GAME #5629 : Winner - [1]
GAME #5630 : Winner - [1]
GAME #5631 : Winner - [0]
GAME #5632 : Winner - [0]
GAME #5633 : Winner - [0]
GAME #5634 : Winner - [2]
GAME #5635 : Winner - [0]
GAME #5636 : Winner - [0]
GAME #5637 : Winner - [0]
GAME #5638 : Winner - [0]
GAME #5639 : Winner - [1]
GAME #5640 : Winner - [0]
GAME #5641 : Winner - [0]
GAME #5642 : Winner - [0]
GAME #5643 : Winner - [0]
GAME #5644 : Winner - [2]
GAME #5645 : Winner - [0]
GAME #5646 : Winner - [0]
GAME #5647 : Winner - [0]
GAME #5648 : Winner - [0]
GAME #5649 : Winner - [2]
GAME #5650 : Winner - [0]
GAME #5651 : Winner - [0]
GAME #5652 : Winner - [1]
GAME #5653 : Winner - [2]
GAME #5654 : Winner - [0]
GAME #5655 : Winner - [0]
GAME #5656 : Winner - [1]
GAME #5657 : Winner - [0]
GAME #5658 : Winner - [1]
GAME #5659 : Winner - [1]
GAME #5660 : Winner - [0]
GAME #5661 : Winner - [0]
GAME #5662 : Winner - [0]
GAME #5663 : Winner - [2]
GAME #5664 : Winner - [2]
GAME #5665 : Winner - [0]
GAME #5666 : Winner - [0]
GAME #5667 : Winner - [0]
GAME #5668 : Winner - [0]
GAME #5669 : Winner - [1]
GAME #5670 : Winner - [2]
GAME #5671 : Winner - [0]
GAME #5672 : Winner - [0]
GAME #5673 : Winner - [1]
GAME #5674 : Winner - [1]
GAME #5675 : Winner - [0]
GAME #5676 : Winner - [0]
GAME #5677 : Winner - [2]
GAME #5678 : Winner - [0]
GAME #5679 : Winner - [0]
GAME #5680 : Winner - [2]
GAME #5681 : Winner - [0]
GAME #5682 : Winner - [0]
GAME #5683 : Winner - [1]
GAME #5684 : Winner - [1]
GAME #5685 : Winner - [1]
GAME #5686 : Winner - [2]
GAME #5687 : Winner - [1]
GAME #5688 : Winner - [1]
GAME #5689 : Winner - [0]
GAME #5690 : Winner - [2]
GAME #5691 : Winner - [1]
GAME #5692 : Winner - [0]
GAME #5693 : Winner - [0]
